,config_idx,config_name,n_ae_layers,latent_percent,n_header_layers,unit_type,mask_percent,activation,loss,optimizer,learning_rate,batch_size,epochs_ae,epochs_header,test_mae,final_ae_loss,final_header_loss,baseline_lstm_mae,mae_diff_lstm,better_than_LSTM,baseline_gru_mae,mae_diff_gru,better_than_GRU,status
103,104,ae2_lat50_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.5,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.038930353,0.055865492671728134,0.03893035650253296,0.0067489045,0.03218145,False,0.0031995466,0.035730805,False,success
167,168,ae3_lat25_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.25,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.039819974,0.05381762236356735,0.039819974452257156,0.0067489045,0.03307107,False,0.0031995466,0.036620427,False,success
9,10,ae1_lat25_hd2_lstm_m40_relu_adam_lr0.001_bs64_mae,1,0.25,2,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.04011028,0.08544312417507172,0.0401102751493454,0.0067489045,0.033361375,False,0.0031995466,0.03691073,False,success
111,112,ae2_lat50_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.5,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.041255407,0.05083185061812401,0.0412554070353508,0.0067489045,0.034506503,False,0.0031995466,0.03805586,False,success
122,123,ae2_lat75_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.75,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.04262547,0.053319528698921204,0.042625460773706436,0.0067489045,0.035876565,False,0.0031995466,0.03942592,False,success
10,11,ae1_lat25_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,1,0.25,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.042725362,0.06289392709732056,0.04272536188364029,0.0067489045,0.03597646,False,0.0031995466,0.039525814,False,success
20,21,ae1_lat25_hd3_gru_m20_relu_adam_lr0.001_bs64_mae,1,0.25,3,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.04447591,0.1023220494389534,0.04483727365732193,0.0067489045,0.037727006,False,0.0031995466,0.04127636,False,success
27,28,ae1_lat50_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.5,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.044573605,0.0601201131939888,0.04457360506057739,0.0067489045,0.0378247,False,0.0031995466,0.041374058,False,success
179,180,ae3_lat50_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.5,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.04562389,0.05727321654558182,0.04562387987971306,0.0067489045,0.038874988,False,0.0031995466,0.042424344,False,success
146,147,ae3_lat25_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.25,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.04633056,0.05943785980343819,0.04633055254817009,0.0067489045,0.039581656,False,0.0031995466,0.043131012,False,success
194,195,ae3_lat75_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.75,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.04670509,0.05891382694244385,0.047548774629831314,0.0067489045,0.039956186,False,0.0031995466,0.043505542,False,success
155,156,ae3_lat25_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.25,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.0480142,0.05778829753398895,0.048485808074474335,0.0067489045,0.041265298,False,0.0031995466,0.044814654,False,success
211,212,ae3_lat75_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.75,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.048503093,0.06706630438566208,0.048503100872039795,0.0067489045,0.04175419,False,0.0031995466,0.045303546,False,success
83,84,ae2_lat25_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.25,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.048692375,0.05798172205686569,0.050601713359355927,0.0067489045,0.041943472,False,0.0031995466,0.045492828,False,success
11,12,ae1_lat25_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.25,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.04888345,0.09959584474563599,0.04888344556093216,0.0067489045,0.042134546,False,0.0031995466,0.0456839,False,success
114,115,ae2_lat50_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.5,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.049242426,0.040738098323345184,0.04924241453409195,0.0067489045,0.042493522,False,0.0031995466,0.04604288,False,success
18,19,ae1_lat25_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,1,0.25,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.04976319,0.059751369059085846,0.04976319149136543,0.0067489045,0.043014288,False,0.0031995466,0.046563644,False,success
75,76,ae2_lat25_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.25,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.05028852,0.058254435658454895,0.05043245851993561,0.0067489045,0.043539617,False,0.0031995466,0.047088973,False,success
153,154,ae3_lat25_hd2_lstm_m40_relu_adam_lr0.001_bs64_mae,3,0.25,2,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.051654916,0.11120984703302383,0.05197412520647049,0.0067489045,0.044906013,False,0.0031995466,0.04845537,False,success
170,171,ae3_lat50_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.5,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.051818214,0.11054448038339615,0.05340919643640518,0.0067489045,0.04506931,False,0.0031995466,0.048618667,False,success
210,211,ae3_lat75_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.75,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.051847335,0.11034926772117615,0.05229559168219566,0.0067489045,0.04509843,False,0.0031995466,0.048647787,False,success
